id,retweet_count,favorite_count
730573383004487680,2025,4667
730427201120833536,988,3336
730211855403241472,1008,3648
730196704625098752,1786,4629
729854734790754305,1066,3859
729838605770891264,359,1658
729823566028484608,1181,3809
729463711119904772,2203,5537
729113531270991872,303,1798
728986383096946689,777,3010
728760639972315136,1621,4468
728751179681943552,646,2648
728653952833728512,992,3175
728409960103686147,1897,4698
728387165835677696,912,3556
728046963732717569,1143,4109
728035342121635841,1584,4355
728015554473250816,1044,3948
727685679342333952,606,2842
727644517743104000,1663,5617
727524757080539137,1153,4273
727314416056803329,708,3187
727286334147182592,782,2931
727175381690781696,1323,3748
727155742655025152,1261,3466
726935089318363137,2313,6575
726887082820554753,1441,3680
726828223124897792,957,3418
726224900189511680,1091,4240
725842289046749185,2535,6791
725786712245440512,1302,3995
725729321944506368,1685,4979
725458796924002305,580,1354
724983749226668032,1232,3576
724771698126512129,600,2233
724405726123311104,1585,5061
724049859469295616,1692,4149
724046343203856385,530,2545
724004602748780546,1464,4004
723912936180330496,1172,3728
723688335806480385,2774,7322
723673163800948736,844,2902
723179728551723008,1768,5068
722974582966214656,1488,3924
722613351520608256,1556,4772
721503162398597120,1731,4410
721001180231503872,584,2422
720785406564900865,729,2962
720775346191278080,626,2349
720415127506415616,1425,3957
720389942216527872,2376,6090
720340705894408192,925,2742
720059472081784833,1067,3691
720043174954147842,1912,4726
719991154352222208,1655,4634
719704490224398336,1355,4343
719551379208073216,1802,4837
719367763014393856,711,2676
719339463458033665,1175,4261
719332531645071360,901,3292
718971898235854848,1029,3329
718939241951195136,1662,5028
718631497683582976,7601,18049
718613305783398402,455,2334
718540630683709445,963,2331
718460005985447936,499,2580
718454725339934721,1433,4645
718246886998687744,470,1829
718234618122661888,943,3704
717841801130979328,566,2344
717790033953034240,1045,2734
717537687239008257,1751,5544
717428917016076293,427,1547
717421804990701568,795,3011
717047459982213120,1828,6018
717009362452090881,914,3100
716802964044845056,1109,4108
716791146589110272,1506,7877
716730379797970944,410,1179
716447146686459905,5564,12500
716439118184652801,200,2286
716285507865542656,999,2658
716080869887381504,1815,6496
715928423106027520,839,3057
715758151270801409,1361,3549
715733265223708672,1609,4477
715704790270025728,546,2657
715696743237730304,1228,3745
715680795826982913,1521,4103
715360349751484417,1489,5236
715342466308784130,654,2919
715220193576927233,616,2319
715200624753819648,1771,4933
715009755312439296,1164,3976
714982300363173890,986,3565
714962719905021952,4036,7031
714957620017307648,1344,3973
714631576617938945,944,3133
714606013974974464,879,3486
714485234495041536,1073,2549
714258258790387713,696,2909
714251586676113411,795,3133
714214115368108032,831,2186
714141408463036416,1335,4140
713919462244790272,755,3151
713909862279876608,517,1815
713900603437621249,697,2720
713761197720473600,1302,4654
713411074226274305,1242,4248
713177543487135744,2730,6911
713175907180089344,1400,4259
712809025985978368,6390,18240
712717840512598017,4719,11793
712668654853337088,1152,3989
712438159032893441,1489,5087
712309440758808576,25,227
712097430750289920,984,3615
712092745624633345,850,2824
712085617388212225,465,3131
712065007010385924,593,2160
711998809858043904,123,0
711968124745228288,2196,7709
711743778164514816,948,2722
711732680602345472,3878,8425
711694788429553666,17427,31458
711652651650457602,864,3699
711363825979756544,1079,3477
711306686208872448,705,3164
711008018775851008,582,2869
710997087345876993,1322,4388
710844581445812225,648,2440
710833117892898816,504,2570
710658690886586372,535,2221
710609963652087808,2274,4598
710588934686908417,1770,4347
710296729921429505,701,2281
710283270106132480,496,2069
710272297844797440,1193,4337
710269109699739648,1066,2294
710153181850935296,853,2791
710140971284037632,844,2639
710117014656950272,1882,5226
709918798883774466,1034,3353
709901256215666688,98,639
709852847387627521,1144,3357
709566166965075968,1139,3396
709556954897764353,1019,3141
709519240576036864,227,1435
709449600415961088,541,2111
709409458133323776,649,2531
709225125749587968,544,2304
709207347839836162,5475,11957
709198395643068416,610,2355
709179584944730112,641,1932
709158332880297985,393,1955
709042156699303936,1553,4532
708853462201716736,629,1730
708845821941387268,854,2853
708834316713893888,475,1618
708810915978854401,6563,15807
708738143638450176,779,2649
708711088997666817,683,2429
708479650088034305,645,2439
708469915515297792,778,2976
708400866336894977,9548,15249
708356463048204288,1257,3433
708349470027751425,704,2257
708149363256774660,1482,4127
708130923141795840,818,3244
708119489313951744,936,2577
708109389455101952,531,1876
708026248782585858,1836,4217
707995814724026368,1077,2997
707983188426153984,2,49
707969809498152960,914,2577
707776935007539200,913,3145
707741517457260545,584,2388
707738799544082433,2338,3906
707693576495472641,953,3254
707629649552134146,827,2458
707610948723478529,6027,16277
707420581654872064,663,2159
707411934438625280,569,2207
707387676719185920,1212,3353
707377100785885184,1032,3127
707315916783140866,605,2376
707297311098011648,745,2675
707059547140169728,644,2489
707038192327901184,753,2097
707021089608753152,1289,3911
707014260413456384,569,2223
706904523814649856,7481,13982
706901761596989440,554,1961
706681918348251136,930,3170
706644897839910912,1040,2458
706593038911545345,604,2071
706538006853918722,1366,3343
706516534877929472,981,2998
706346369204748288,882,3314
706310011488698368,7512,20383
706291001778950144,455,1640
706265994973601792,888,2628
706169069255446529,2111,3745
706166467411222528,1523,4945
706153300320784384,366,1419
705975130514706432,695,2975
705970349788291072,853,3049
705898680587526145,527,2281
705786532653883392,493,1853
705591895322394625,1097,3044
705475953783398401,871,2844
705442520700944385,1531,4222
705428427625635840,1592,3653
705239209544720384,721,2879
705223444686888960,760,2483
705102439679201280,492,2052
705066031337840642,585,2098
704871453724954624,1067,4106
704859558691414016,506,2155
704847917308362754,1444,4869
704819833553219584,932,2537
704761120771465216,2774,6368
704499785726889984,959,2788
704491224099647488,75,716
704480331685040129,1025,3261
704364645503647744,3387,7653
704347321748819968,334,1514
704134088924532736,434,1443
704113298707505153,548,1784
704054845121142784,878,2801
703774238772166656,435,1773
703769065844768768,1089,3126
703631701117943808,638,2466
703611486317502464,1458,3690
703425003149250560,1295,3642
703407252292673536,662,2342
703382836347330562,1091,3364
703356393781329922,369,1839
703268521220972544,519,1901
703079050210877440,2940,7090
703041949650034688,11850,25265
702932127499816960,685,2478
702899151802126337,429,1538
702684942141153280,1016,3100
702671118226825216,536,2100
702598099714314240,3285,11751
702539513671897089,915,2770
702332542343577600,1473,3045
702321140488925184,1003,3148
702276748847800320,734,2363
702217446468493312,1282,4595
701981390485725185,938,3307
701952816642965504,979,3688
701889187134500865,1324,3398
701805642395348998,1593,3275
701601587219795968,434,2016
701570477911896070,886,2705
701545186879471618,582,2563
701214700881756160,4850,11728
700890391244103680,538,2131
700864154249383937,598,2494
700847567345688576,476,2360
700796979434098688,894,2344
700747788515020802,8834,21875
700518061187723268,760,2508
700505138482569216,547,2197
700462010979500032,1696,3957
700167517596164096,698,2533
700151421916807169,643,2157
700143752053182464,2589,7215
700062718104104960,651,2536
700029284593901568,555,1994
700002074055016451,1275,3175
699801817392291840,907,2918
699788877217865730,489,2147
699779630832685056,1180,2621
699775878809702401,578,1882
699691744225525762,4378,9866
699446877801091073,2501,5719
699434518667751424,493,2094
699423671849451520,307,1305
699413908797464576,597,2003
699370870310113280,417,1825
699323444782047232,827,3028
699088579889332224,595,2161
699079609774645248,617,2351
699072405256409088,1135,2846
699060279947165696,1717,3585
699036661657767936,1150,2508
698989035503689728,927,3210
698953797952008193,872,2574
698907974262222848,592,2430
698710712454139905,650,2374
698703483621523456,356,1392
698635131305795584,328,1249
698549713696649216,595,2229
698355670425473025,427,1774
698342080612007937,920,2170
698262614669991936,1901,4584
698195409219559425,5685,16091
698178924120031232,708,2705
697995514407682048,322,1458
697990423684476929,1226,3150
697943111201378304,646,2298
697881462549430272,1108,2892
697630435728322560,522,1672
697616773278015490,965,3019
697596423848730625,1203,2887
697575480820686848,481,1958
697516214579523584,1060,1967
697482927769255936,637,2331
697463031882764288,1339,3286
697270446429966336,1798,4523
697259378236399616,954,3161
697255105972801536,1104,2945
697242256848379904,640,2434
696900204696625153,979,3045
696894894812565505,648,2244
696886256886657024,1709,4657
696877980375769088,683,2355
696754882863349760,345,1423
696744641916489729,886,1985
696713835009417216,617,2275
696518437233913856,1645,3765
696490539101908992,135,1165
696488710901260288,978,2413
696405997980676096,1107,3080
696100768806522880,622,1855
695816827381944320,1101,2893
695794761660297217,737,3039
695767669421768709,702,1783
695629776980148225,1998,4383
695446424020918272,1738,4239
695409464418041856,3419,8330
695314793360662529,1385,3478
695095422348574720,587,2542
695074328191332352,1048,2720
695064344191721472,562,1536
695051054296211456,761,2551
694925794720792577,874,2592
694905863685980160,891,2636
694669722378485760,13670,34381
694356675654983680,273,1442
694352839993344000,582,1958
694342028726001664,463,1521
694329668942569472,480,1917
694206574471057408,1948,3996
694183373896572928,887,2824
694001791655137281,975,3270
693993230313091072,383,1806
693942351086120961,351,1679
693647888581312512,557,2581
693644216740769793,118,1300
693642232151285760,396,2444
693629975228977152,756,2350
693622659251335168,356,1468
693590843962331137,1862,4836
693582294167244802,236,1581
693486665285931008,600,1695
693280720173801472,1187,3216
693267061318012928,774,2284
693262851218264065,474,2116
693231807727280129,711,2759
693155686491000832,3055,7562
693109034023534592,578,1636
693095443459342336,433,1788
692919143163629568,725,2579
692905862751522816,834,2334
692901601640583168,573,1687
692894228850999298,756,2168
692828166163931137,851,2760
692752401762250755,3481,6542
692568918515392513,1469,4191
692535307825213440,1295,3027
692530551048294401,393,1763
692423280028966913,212,1416
692417313023332352,3295,8992
692187005137076224,781,2433
692158366030913536,754,2062
692142790915014657,371,1578
692041934689402880,1204,3261
692017291282812928,907,2773
691820333922455552,1574,3807
691793053716221953,4037,7821
691756958957883396,941,2724
691675652215414786,485,1875
691483041324204033,533,2296
691459709405118465,1081,3882
691444869282295808,806,2531
691416866452082688,7283,18585
691321916024623104,632,2480
691096613310316544,841,2858
691090071332753408,320,1661
690989312272396288,2733,5667
690959652130045952,1187,3435
690938899477221376,1858,3933
690932576555528194,968,3155
690735892932222976,1212,3637
690728923253055490,492,2087
690690673629138944,783,2235
690649993829576704,262,1248
690607260360429569,16,287
690597161306841088,577,1866
690400367696297985,429,1811
690374419777196032,805,3122
690360449368465409,838,2555
690348396616552449,490,1437
690248561355657216,393,1612
690021994562220032,979,2690
690015576308211712,702,2386
690005060500217858,1611,3524
689999384604450816,350,1353
689993469801164801,428,1401
689977555533848577,428,1317
689905486972461056,659,2358
689877686181715968,1106,2921
689835978131935233,720,2089
689661964914655233,893,3109
689659372465688576,3663,9959
689623661272240129,615,2139
689599056876867584,5257,11201
689557536375177216,434,1972
689517482558820352,1361,3257
689289219123089408,886,2160
689283819090870273,1046,3134
689280876073582592,673,1906
689275259254616065,235,1097
689255633275777024,1034,2459
689154315265683456,947,2966
689143371370250240,480,1946
688916208532455424,822,2608
688908934925697024,729,2027
688898160958271489,743,2011
688894073864884227,653,2152
688828561667567616,349,1328
688804835492233216,181,922
688789766343622656,632,2128
688547210804498433,665,2482
688519176466644993,699,2225
688385280030670848,4260,8901
688211956440801280,791,2161
688179443353796608,559,2052
688116655151435777,740,2713
688064179421470721,345,1661
687841446767013888,2386,5239
687826841265172480,1069,2636
687818504314159109,909,2388
687807801670897665,683,2287
687732144991551489,632,1690
687704180304273409,802,2340
687664829264453632,487,1862
687494652870668288,551,1825
687480748861947905,229,1537
687476254459715584,507,1906
687460506001633280,518,1977
687399393394311168,587,1823
687317306314240000,8738,19360
687312378585812992,1808,4191
687127927494963200,2153,5205
687124485711986689,483,2101
687109925361856513,2343,5589
687102708889812993,922,2254
687096057537363968,578,2149
686947101016735744,3047,8299
686760001961103360,1322,3375
686749460672679938,1380,3342
686730991906516992,1144,3968
686683045143953408,765,2711
686618349602762752,1295,3551
686606069955735556,521,1811
686394059078897668,657,1669
686386521809772549,840,3130
686377065986265092,538,2125
686358356425093120,629,2088
686286779679375361,1599,3863
686050296934563840,695,2136
686035780142297088,111,1103
686034024800862208,1088,2954
686007916130873345,390,2378
686003207160610816,591,1755
685973236358713344,494,2012
685943807276412928,560,1561
685906723014619143,2722,7182
685681090388975616,116,1959
685667379192414208,537,2261
685663452032069632,1390,3089
685641971164143616,729,2798
685547936038666240,14832,31584
685532292383666176,1101,2917
685325112850124800,3764,9048
685321586178670592,598,2536
685315239903100929,995,3154
685307451701334016,416,1998
685268753634967552,1138,2969
685198997565345792,635,2240
685169283572338688,1356,3947
684969860808454144,351,2291
684959798585110529,2976,6538
684940049151070208,990,3069
684926975086034944,443,3350
684914660081053696,1385,3362
684902183876321280,504,1790
684880619965411328,767,2004
684830982659280897,20646,33616
684800227459624960,951,2615
684594889858887680,3332,8528
684588130326986752,1345,3946
684567543613382656,1154,2889
684538444857667585,904,2536
684481074559381504,1122,3724
684460069371654144,530,1893
684241637099323392,3115,7784
684225744407494656,196,1192
684222868335505415,1301,3677
684200372118904832,994,2060
684195085588783105,486,1828
684188786104872960,1104,3356
684177701129875456,628,1938
684147889187209216,1449,2874
684122891630342144,446,1921
684097758874210310,1362,3947
683857920510050305,1067,3661
683852578183077888,330,1867
683849932751646720,908,2507
683834909291606017,1071,2525
683828599284170753,1007,2691
683773439333797890,1283,3209
683742671509258241,3158,6203
683515932363329536,2754,7035
683498322573824003,922,3044
683481228088049664,953,2558
683462770029932544,644,2326
683449695444799489,1532,3713
683391852557561860,2277,7331
683357973142474752,871,2781
683142553609318400,990,2753
683111407806746624,868,3262
683098815881154561,624,2086
683078886620553216,542,1921
683030066213818368,713,2079
682962037429899265,15606,35229
682808988178739200,158,1709
682788441537560576,1059,2382
682750546109968385,414,1453
682697186228989953,345,1261
682662431982772225,1028,2926
682638830361513985,563,1984
682429480204398592,1093,3300
682406705142087680,1671,7258
682393905736888321,631,2149
682389078323662849,445,1599
682303737705140231,929,2943
682259524040966145,1129,3970
682242692827447297,1088,3095
682088079302213632,9341,17450
682059653698686977,1594,4723
682047327939461121,889,3068
682032003584274432,1885,6306
682003177596559360,1440,2989
681981167097122816,982,2694
681891461017812993,777,2369
681694085539872773,3848,12282
681679526984871937,418,1688
681654059175129088,862,2517
681610798867845120,443,1816
681579835668455424,1237,3393
681523177663676416,5459,13669
681340665377193984,259,1579
681339448655802368,3883,8912
681320187870711809,705,2530
681302363064414209,1725,3762
681297372102656000,904,3079
681281657291280384,1045,3092
681261549936340994,251,1398
681242418453299201,501,1422
681231109724700672,464,2310
681193455364796417,1400,3546
680970795137544192,619,2312
680959110691590145,1902,4399
680940246314430465,988,3062
680934982542561280,413,2005
680913438424612864,587,2314
680889648562991104,349,1693
680836378243002368,1254,3312
680805554198020098,635,2061
680801747103793152,777,2279
680798457301471234,982,2726
680609293079592961,660,2514
680583894916304897,1257,3468
680497766108381184,1817,4054
680494726643068929,463,1645
680473011644985345,715,2437
680440374763077632,474,1392
680221482581123072,280,1417
680206703334408192,1106,2709
680191257256136705,476,2061
680176173301628928,1467,3722
680161097740095489,699,2229
680145970311643136,1655,3452
680130881361686529,893,2195
680115823365742593,863,2604
680100725817409536,1303,3440
680085611152338944,8546,12275
680070545539371008,817,2478
679877062409191424,613,1892
679872969355714560,635,2111
679862121895714818,586,2355
679854723806179328,1161,2730
679844490799091713,718,2269
679828447187857408,13269,34580
679777920601223168,1039,2974
679736210798047232,748,2002
679729593985699840,787,2072
679722016581222400,444,1594
679530280114372609,1972,4560
679527802031484928,686,2523
679511351870550016,1199,3219
679503373272485890,1386,3026
679475951516934144,608,2002
679462823135686656,17752,30049
679405845277462528,1135,2262
679158373988876288,7597,20277
679148763231985668,971,2666
679132435750195208,1094,2837
679111216690831360,2445,5670
679062614270468097,7605,16163
679047485189439488,623,2145
679001094530465792,1154,2715
678991772295516161,1091,2170
678969228704284672,430,1564
678800283649069056,854,2449
678798276842360832,1092,3294
678774928607469569,855,2680
678767140346941444,1281,3354
678764513869611008,442,1550
678755239630127104,3089,6740
678740035362037760,1566,3564
678708137298427904,2294,5326
678675843183484930,1379,2712
678643457146150913,380,1957
678446151570427904,1447,3812
678424312106393600,2401,5195
678410210315247616,1696,3992
678399652199309312,29980,76286
678396796259975168,394,1506
678389028614488064,396,1771
678380236862578688,848,2310
678341075375947776,505,1639
678334497360859136,235,1231
678278586130948096,5752,10865
678255464182861824,346,1511
678023323247357953,353,1812
678021115718029313,5929,12911
677961670166224897,1590,3249
677918531514703872,383,1264
677895101218201600,1943,4575
677716515794329600,921,2890
677700003327029250,1357,3215
677698403548192770,303,1167
677687604918272002,796,2364
677673981332312066,1410,3160
677662372920729601,890,1842
677644091929329666,762,1766
677573743309385728,653,2023
677565715327688705,431,1238
677557565589463040,1083,2322
677547928504967168,3458,6562
677530072887205888,217,1007
677335745548390400,1639,2881
677334615166730240,268,1275
677331501395156992,221,1031
677328882937298944,1419,3459
677314812125323265,503,1564
677301033169788928,377,1165
677269281705472000,666,1866
677228873407442944,1538,3354
677187300187611136,855,2583
676975532580409345,1004,2621
676957860086095872,763,2115
676949632774234114,372,1240
676948236477857792,808,2041
676946864479084545,344,1639
676942428000112642,702,1958
676936541936185344,4651,12064
676916996760600576,1706,2812
676897532954456065,685,2132
676864501615042560,657,1979
676821958043033607,14511,21612
676819651066732545,622,1724
676811746707918848,403,1352
676776431406465024,1900,4723
676617503762681856,894,2718
676613908052996102,185,1027
676606785097199616,407,1800
676603393314578432,358,1097
676593408224403456,2013,4314
676590572941893632,114,872
676588346097852417,732,2181
676582956622721024,254,1121
676575501977128964,1049,2426
676533798876651520,518,1768
676496375194980353,501,1441
676470639084101634,4385,10995
676440007570247681,619,1623
676430933382295552,317,1321
676263575653122048,507,1975
676237365392908289,264,1139
676219687039057920,29004,72254
676215927814406144,536,1633
676191832485810177,963,2137
676146341966438401,620,1813
676121918416756736,1085,2044
676101918813499392,1094,2668
676098748976615425,1314,2811
676089483918516224,408,1233
675898130735476737,529,1514
675891555769696257,794,2000
675888385639251968,886,2233
675878199931371520,1306,3928
675870721063669760,528,1537
675853064436391936,1193,2529
675849018447167488,133,893
675845657354215424,814,2130
675822767435051008,504,1433
675820929667219457,223,984
675798442703122432,3198,9656
675781562965868544,436,1520
675740360753160193,316,1105
675710890956750848,761,1763
675707330206547968,639,1863
675706639471788032,87,612
675534494439489536,382,1735
675531475945709568,356,1113
675522403582218240,266,975
675517828909424640,433,1218
675501075957489664,5454,16147
675497103322386432,1204,2944
675489971617296384,553,1208
675483430902214656,899,1724
675432746517426176,530,1415
675372240448454658,485,1584
675362609739206656,210,989
675354435921575936,15568,30515
675349384339542016,2107,3687
675334060156301312,1200,2592
675166823650848770,1460,3319
675153376133427200,2386,5851
675149409102012420,1577,3485
675147105808306176,215,880
675146535592706048,271,1108
675145476954566656,829,1998
675135153782571009,439,1219
675113801096802304,728,1817
675111688094527488,229,897
675109292475830276,1045,2620
675047298674663426,296,987
675015141583413248,1096,2533
675006312288268288,208,913
675003128568291329,429,1458
674999807681908736,1019,2088
674805413498527744,332,804
674800520222154752,792,2811
674793399141146624,1006,2333
674790488185167872,229,1029
674788554665512960,194,754
674781762103414784,1104,1877
674774481756377088,433,1031
674767892831932416,723,1693
674764817387900928,215,736
674754018082705410,404,1270
674752233200820224,423,1360
674743008475090944,501,1302
674742531037511680,47,447
674739953134403584,356,1017
674737130913071104,81,604
674690135443775488,437,1068
674670581682434048,598,1506
674664755118911488,223,853
674646392044941312,451,1337
674644256330530816,254,970
674638615994089473,540,1571
674632714662858753,529,1397
674606911342424069,92,871
674468880899788800,1877,5826
674447403907457024,331,993
674436901579923456,360,1034
674422304705744896,495,1335
674416750885273600,126,646
674410619106390016,425,1127
674394782723014656,523,1400
674372068062928900,292,798
674330906434379776,70,530
674318007229923329,475,1313
674307341513269249,6367,10608
674291837063053312,5393,13712
674271431610523648,676,1451
674269164442398721,213,851
674265582246694913,773,1518
674262580978937856,417,1228
674255168825880576,496,1357
674082852460433408,151,713
674075285688614912,261,929
674063288070742018,2004,5950
674053186244734976,1191,3075
674051556661161984,455,1351
674045139690631169,593,1314
674042553264685056,116,669
674038233588723717,390,1030
674036086168010753,189,798
674024893172875264,1131,1654
674019345211760640,283,1055
674014384960745472,590,1455
674008982932058114,324,1122
673956914389192708,881,1822
673919437611909120,342,1093
673906403526995968,1516,2961
673887867907739649,235,876
673716320723169284,693,2888
673715861853720576,1890,3285
673711475735838725,276,973
673709992831262724,246,787
673708611235921920,262,994
673707060090052608,359,1029
673705679337693185,377,1178
673700254269775872,525,1339
673697980713705472,1791,3672
673689733134946305,595,1620
673688752737402881,453,1174
673686845050527744,399,1340
673680198160809984,431,1271
673662677122719744,341,1170
673656262056419329,217,674
673636718965334016,333,1028
673612854080196609,664,1491
673583129559498752,331,1109
673580926094458881,253,775
673576835670777856,517,1284
673363615379013632,278,961
673359818736984064,614,1346
673355879178194945,526,1398
673352124999274496,495,1554
673350198937153538,195,711
673345638550134785,1161,2327
673343217010679808,246,901
673342308415348736,521,1184
673320132811366400,7195,12483
673317986296586240,227,819
673295268553605120,2903,6993
673270968295534593,333,996
673240798075449344,649,1328
673213039743795200,768,2065
673148804208660480,576,1570
672997845381865473,655,1837
672995267319328768,268,881
672988786805112832,266,911
672984142909456390,505,1173
672980819271634944,931,1692
672975131468300288,824,1559
672970152493887488,327,878
672968025906282496,495,1236
672964561327235073,588,1319
672902681409806336,454,1279
672898206762672129,387,841
672884426393653248,774,1430
672877615439593473,324,954
672834301050937345,526,1214
672828477930868736,447,1155
672640509974827008,287,913
672622327801233409,441,1196
672614745925664768,533,1132
672609152938721280,355,1019
672604026190569472,364,1025
672594978741354496,561,1230
672591762242805761,303,880
672591271085670400,174,665
672538107540070400,332,942
672523490734551040,151,580
672488522314567680,398,1032
672482722825261057,545,1041
672481316919734272,120,668
672475084225949696,645,1343
672466075045466113,483,1250
672272411274932228,3083,5966
672267570918129665,564,1371
672264251789176834,307,1049
672256522047614977,1403,2619
672254177670729728,681,1327
672248013293752320,549,1606
672245253877968896,143,627
672239279297454080,297,835
672231046314901505,927,1690
672222792075620352,192,729
672205392827572224,1049,2083
672169685991993344,335,943
672160042234327040,327,814
672139350159835138,634,1613
672125275208069120,1042,2208
672095186491711488,339,921
672082170312290304,336,876
672068090318987265,466,1190
671896809300709376,3837,7899
671891728106971137,517,1214
671882082306625538,1275,3237
671879137494245376,606,1306
671874878652489728,506,1159
671866342182637568,446,1042
671855973984772097,397,831
671789708968640512,3170,6568
671768281401958400,451,1107
671763349865160704,822,1547
671744970634719232,707,1256
671743150407421952,217,698
671735591348891648,692,1336
671729906628341761,3973,7876
671561002136281088,6626,11867
671550332464455680,192,841
671547767500775424,537,1252
671544874165002241,953,1815
671542985629241344,517,1009
671538301157904385,352,859
671536543010570240,371,1091
671533943490011136,529,939
671528761649688577,234,778
671520732782923777,487,1289
671518598289059840,271,873
671511350426865664,641,1471
671504605491109889,3281,6469
671497587707535361,414,856
671488513339211776,439,926
671486386088865792,180,531
671485057807351808,213,705
671390180817915904,683,1332
671362598324076544,270,1028
671357843010908160,143,369
671355857343524864,111,445
671347597085433856,388,880
671186162933985280,190,670
671182547775299584,307,1024
671166507850801152,312,806
671163268581498880,1013,1518
671159727754231808,73,328
671154572044468225,201,655
671151324042559489,139,614
671147085991960577,200,611
671141549288370177,597,1068
671138694582165504,369,853
671134062904504320,174,683
671122204919246848,2293,3215
671115716440031232,711,1262
671109016219725825,397,1058
670995969505435648,265,1017
670842764863651840,7935,22897
670840546554966016,177,540
670838202509447168,628,1023
670833812859932673,113,401
670832455012716544,196,671
670826280409919488,3694,5097
670823764196741120,169,714
670822709593571328,88,559
670815497391357952,1398,2927
670811965569282048,243,1041
670807719151067136,447,1082
670804601705242624,872,1818
670803562457407488,83,315
670797304698376195,212,683
670792680469889025,249,771
670789397210615808,219,612
670786190031921152,183,555
670783437142401025,351,768
670782429121134593,701,1425
670780561024270336,266,733
670778058496974848,67,310
670764103623966721,387,1006
670755717859713024,96,403
670733412878163972,467,891
670727704916926465,328,774
670717338665226240,439,1104
670704688707301377,340,724
670691627984359425,220,544
670679630144274432,256,692
670676092097810432,37,226
670668383499735048,4550,9875
670474236058800128,677,1400
670468609693655041,80,332
670465786746662913,500,903
670452855871037440,188,509
670449342516494336,592,1118
670444955656130560,1808,6265
670442337873600512,184,597
670435821946826752,468,979
670434127938719744,589,1310
670433248821026816,103,305
670428280563085312,560,1287
670427002554466305,146,483
670421925039075328,579,1211
670420569653809152,287,572
670417414769758208,299,530
670411370698022913,815,1870
670408998013820928,200,511
670403879788544000,140,395
670385711116361728,190,519
670374371102445568,248,695
670361874861563904,60,305
670338931251150849,101,397
670319130621435904,1116,3613
670303360680108032,120,404
670290420111441920,261,644
670093938074779648,300,950
670086499208155136,229,646
670079681849372674,1113,2045
670073503555706880,714,1442
670069087419133954,217,575
670061506722140161,303,698
670055038660800512,295,613
670046952931721218,159,597
670040295598354432,103,698
670037189829525505,253,548
670003130994700288,84,308
669993076832759809,75,299
669972011175813120,140,411
669970042633789440,50,281
669942763794931712,144,464
669926384437997569,88,349
669923323644657664,53,214
669753178989142016,366,736
669749430875258880,60,239
669684865554620416,80,469
669683899023405056,100,350
669682095984410625,124,327
669680153564442624,263,617
669661792646373376,388,749
669625907762618368,1651,3262
669603084620980224,333,887
669597912108789760,139,472
669583744538451968,848,1379
669573570759163904,127,402
669571471778410496,925,1470
669567591774625800,48,216
669564461267722241,110,361
669393256313184256,66,329
669375718304980992,657,1224
669371483794317312,161,452
669367896104181761,138,423
669363888236994561,208,578
669359674819481600,110,344
669354382627049472,1162,2496
669353438988365824,239,583
669351434509529089,166,399
669328503091937280,381,940
669327207240699904,112,532
669324657376567296,192,455
669216679721873412,366,1101
669214165781868544,146,402
669203728096960512,425,930
669037058363662336,284,605
669015743032369152,341,681
669006782128353280,221,534
669000397445533696,5782,19351
668994913074286592,204,406
668992363537309700,311,685
668989615043424256,303,623
668988183816871936,419,836
668986018524233728,149,509
668981893510119424,276,501
668979806671884288,317,735
668975677807423489,528,1202
668967877119254528,21,133
668960084974809088,223,649
668955713004314625,65,254
668932921458302977,53,236
668902994700836864,91,294
668892474547511297,135,370
668872652652679168,277,490
668852170888998912,147,419
668826086256599040,122,394
668815180734689280,236,517
668779399630725120,341,663
668655139528511488,201,487
668645506898350081,478,808
668643542311546881,470,807
668641109086707712,492,983
668636665813057536,451,956
668633411083464705,1452,2579
668631377374486528,292,655
668627278264475648,100,289
668625577880875008,117,351
668623201287675904,684,1303
668620235289837568,36,184
668614819948453888,291,570
668587383441514497,973,1548
668567822092664832,49,219
668544745690562560,208,473
668542336805281792,193,420
668537837512433665,63,236
668528771708952576,202,430
668507509523615744,94,301
668496999348633600,120,379
668484198282485761,215,388
668480044826800133,131,420
668466899341221888,464,813
668297328638447616,271,579
668291999406125056,29,225
668286279830867968,125,466
668274247790391296,211,761
668268907921326080,212,509
668256321989451776,543,1198
668248472370458624,428,877
668237644992782336,2567,5699
668226093875376128,91,269
668221241640230912,179,474
668204964695683073,182,516
668190681446379520,182,599
668171859951755264,171,447
668154635664932864,285,462
668142349051129856,256,534
668113020489474048,216,619
667937095915278337,726,1149
667924896115245057,98,275
667915453470232577,51,196
667911425562669056,263,449
667902449697558528,349,797
667886921285246976,973,1722
667885044254572545,425,765
667878741721415682,107,369
667873844930215936,369,577
667866724293877760,938,2810
667861340749471744,74,229
667832474953625600,57,268
667806454573760512,448,975
667801013445750784,85,295
667793409583771648,304,641
667782464991965184,225,379
667773195014021121,47,214
667766675769573376,199,396
667728196545200128,139,344
667724302356258817,286,442
667550904950915073,30,0
667550882905632768,26,0
667549055577362432,2050,5311
667546741521195010,115,315
667544320556335104,482,788
667538891197542400,60,189
667534815156183040,480,751
667530908589760512,218,432
667524857454854144,1020,1563
667517642048163840,176,342
667509364010450944,1938,6290
667502640335572993,201,502
667495797102141441,243,481
667491009379606528,206,480
667470559035432960,88,233
667455448082227200,56,179
667453023279554560,80,292
667443425659232256,526,713
667437278097252352,213,412
667435689202614272,79,283
667405339315146752,203,431
